labels,created_at,body,number,state_reason,title,state,translation,src_lang,gpt_translation,gpt_src_lang,deepL_translation,deepL_src_lang,aws_translation,aws_src_lang
info-needed:*english-please:translation-required-korean:triage-needed,2022-07-05T01:08:35Z,"
Issue Type: <b>Bug</b>

매번 컴퓨터를 재부팅 할 때 마다 업데이트가 초기화 됩니다.
매일 업데이트를 다시 받아야합니다.

",154121,completed,업데이트가 계속 초기화 됩니다.,closed,"
Issue Type: <b>Bug</b> Every time I reboot my computer, the update is reset. I have to get the update again every day.

",ko,"The update keeps resetting. Issue Type: Bug. Every time I reboot the computer, the update resets. I have to download the update again every day.",ko,Updates keep initializing Issue Type: <b>Bug</b>The update is initializing every time I reboot my computer.I have to get the update again every day.,KO,The update continues to be initialized. Issue Type: <b>Bug</b> Updates are initialized every time the computer is rebooted. You must get the update again every day.,ko
info-needed:*english-please:translation-required-chinese-simplified:triage-needed,2022-07-02T07:41:12Z,"文字截图放大后左边缘偏蓝, 右边缘片红 (包括代码以及 UI 界面的文字)
这种色彩偏移 导致整体看上去有些晃眼, 有种不清晰的感觉, 一开始还以为配色没配好",153967,completed,文字的边缘 色彩偏移问题,closed,"When the text screenshot is enlarged, the left edge is blue and the right edge is red (including the code and the text on the UI interface). This color shift makes the whole look a bit dazzling and unclear. At first, I thought the color matching was not good.",zh-CN,"Edge of the text has a color shift issue. When enlarging a screenshot of the text, the left edge appears bluish and the right edge appears reddish (including text in the code and the UI interface). This color shift causes a somewhat dazzling look overall and a feeling of blurriness. Initially, I thought the color scheme was not set correctly.",zh,"Color shift of text edges When the text screenshot is zoomed in, the left edge is bluish and the right edge is reddish (both in the code and in the UI text), this color shift makes the whole thing look a little bit shaky and unclear.",ZH,"Edge color shift problem of text screenshot After zooming in, the left edge is bluish on the right edge (including the text in the code and UI interface). This color shift causes the overall color to look a bit dazzling and unclear. At first, I thought the color scheme didn't match",zh
*question:info-needed:*english-please:translation-required-japanese,2022-06-29T23:07:14Z,"
Issue Type: <b>Feature Request</b>

コマンドライン引数の使い方の再提示をしていただきたい

",153765,completed,Printarags,closed,"
Issue Type: <b>Feature Request</b> Please explain again how to use command line arguments.

",ja,Printarags. Issue Type: <b>Feature Request</b> I would like to request a re-presentation of how to use command line arguments.,ja,Printarags Issue Type: <b>Feature Request</b> I would like a reprise of the command line argument usage.,JA,Printarags Issue Type: <b>Feature</b> Request I would like you to re-present how to use command line arguments,ja
info-needed:*english-please:translation-required-chinese-simplified:triage-needed,2022-06-28T09:12:12Z,其它电脑远程桌面后就会出现vscode崩溃,153437,completed,远程连接后vs崩溃,closed,"After other computers are remotely connected to the desktop, vscode will crash",zh-CN,"VSCode crashes after a remote connection. After using remote desktop on another computer, VSCode crashes.",zh,vs crash after remote connection vscode crash after remote desktop on other computers,ZH,Vs crash after remote connection vs code crash will occur after another computer remote desktop,zh
info-needed:*english-please:translation-required-chinese-simplified,2022-06-28T05:42:03Z,"Issue Type: <b>Bug</b>

1、open the vscode tools
2、pay attention : sync is not working  correction ,please check the file of  settings.
![image](https://user-images.githubusercontent.com/25573691/176102139-e1056690-8f27-4534-a4e8-59995e37cfc1.png)
3、settings.json as follow:
![image](https://user-images.githubusercontent.com/25573691/176102423-c21ec3fd-544e-4c90-bba3-9cfdfe6f1288.png)


",153418,completed,总是提示设置存在问题,closed,"Issue Type: <b>Bug</b>

1、open the vscode tools
2、pay attention : sync is not working  correction ,please check the file of  settings.
![image](https://user-images.githubusercontent.com/25573691/176102139-e1056690-8f27-4534-a4e8-59995e37cfc1.png)
3、settings.json as follow:
![image](https://user-images.githubusercontent.com/25573691/176102423-c21ec3fd-544e-4c90-bba3-9cfdfe6f1288.png)


",en,There's always a prompt indicating a problem with the settings. Issue Type: Bug. 1. Open the VSCode tools. 2. Pay attention: sync is not working. Correction: please check the file of settings. [image] 3. settings.json as follows: [image].,zh,总是提示设置存在问题 Issue Type: <b>Bug</b>1、open the vscode tools2、pay attention : sync is not working correction please check the file of settings.![image](https://user-images.githubusercontent.com/25573691/176102139-e1056690-8f27-4534-a4e8-59995e37cfc1.png)3、settings.json as follow:![image](https://user-images.githubusercontent.com/25573691/176102423-c21ec3fd-544e-4c90-bba3-9cfdfe6f1288.png),EN,总是提示设置存在问题 Issue Type: <b>Bug</b>1、open the vscode tools2、pay attention : sync is not working correction please check the file of settings.![image](https://user-images.githubusercontent.com/25573691/176102139-e1056690-8f27-4534-a4e8-59995e37cfc1.png)3、settings.json as follow:![image](https://user-images.githubusercontent.com/25573691/176102423-c21ec3fd-544e-4c90-bba3-9cfdfe6f1288.png),en
info-needed:*duplicate:*english-please:translation-required-korean:triage-needed,2022-06-27T03:23:18Z,"Issue Type: <b>Bug</b>

---
기능상에 문제가 있는 것은 아니지만, 보기에 좋지 않아 제보합니다.
Win11에서 VSCode 프로그램 실행시 창이 완전히 로딩되기 전까지 약 0.3초 정도 가량 구형 UI로 보여집니다.
(Win7에서 반투명 비활성화한 버전)
MSOffice 나 VisualStudio2022 등 다른 앱에서는 이러한 문제가 발생하지 않기 때문에 VSCode 앱의 구현상 문제로 생각됩니다.
참고로 어느 PC에서나 동일하게 재현되기 때문에 별도로 시스템 정보 등은 포함 하지 않았습니다.

---
It's not a functional problem, but it's not good looking.

When the VSCode program is executed in Win11, the old UI is displayed for about 0.3 seconds until the window is completely loaded. (Version with",153269,completed,Temporarily appearing as Win7 theme when running on Win11,closed,"Issue Type: <b>Bug</b> --- It&#39;s not a functional problem, but it&#39;s not good looking. When the VSCode program is executed in Win11, the old UI is displayed for about 0.3 seconds until the window is completely loaded. (Version with translucency disabled in Win7) Since this problem does not occur in other apps such as MSOffice or VisualStudio2022, it is thought to be an implementation problem of the VSCode app. For reference, since it is reproduced the same way on any PC, system information, etc. were not included separately. --- It&#39;s not a functional problem, but it&#39;s not good looking. When the VSCode program is executed in Win11, the old UI is displayed for about 0.3 seconds until the window is completely loaded. (Version with translucency disabled in Win7)",ko,"Temporarily appearing as Win7 theme when running on Win11. Issue Type: Bug---It's not a functional problem but it's not good looking. When the VSCode program is executed in Win11, the old UI is displayed for about 0.3 seconds until the window is completely loaded. (Version with disabled transparency in Win7) Since such an issue does not occur in other apps like MSOffice or VisualStudio2022, it is thought to be a problem with the implementation of the VSCode app. For reference, because it can be reproduced on any PC, system information, etc., has not been included.",ko,"Temporarily appearing as Win7 theme when running on Win11 Issue Type: <b>Bug</b>---It's not a functional problem but it's not good looking.When the VSCode program is executed in Win11 the old UI is displayed for about 0.3 seconds until the window is completely loaded. (Version with translucency disabled in Win7)I think it's an implementation issue with the VSCode app because it doesn't happen with other apps such as MSOffice or VisualStudio2022.For reference, I didn't include any system information because it is reproduced the same on any PC.---It's not a functional problem but it's not good looking.When the VSCode program is executed in Win11 the old UI is displayed for about 0.3 seconds until the window is completely loaded. (Version with",KO,"Significantly solved as Win7 theme when running on Win11 Issue Type: <b>Bug</b> ---There is no functional issue, but I'm reporting it because it doesn't look good. When running the VSCode program on Win11, the window appears in the old UI for about 0.3 seconds until it is fully loaded. (The version with translucency disabled in Win7) Since this problem does not occur in other apps such as MSOffice or VisualStudio 2022, I think it's an implementation problem with the VSCode app. Note that since it is reproduced identically on any PC, no separate system information is included. ---It's not a functional problem but it's not good looking.when the VSCode program is viewed in Win11 the old UI is displayed for about 0.3 seconds until the window is loaded. (Version with",ko
info-needed:*english-please:translation-required-spanish,2022-06-23T20:20:40Z,"
Issue Type: <b>Bug</b>

Sucede de repente luego de cierta cantidad de minutos.

",153030,completed,"Crasheo ""oom""",closed,"
Issue Type: <b>Bug</b> It happens suddenly after a certain amount of minutes.

",es,"Crash ""oom"". Issue Type: <b>Bug</b>Occurs suddenly after a certain number of minutes.",es,"Crash ""oom"" Issue Type: <b>Bug</b>Suddenly happens after a certain number of minutes.",ES,Crash “oom” Issue Type: <b>Bug</b> It happens suddenly after a certain number of minutes.,es
info-needed:*english-please:translation-required-chinese-simplified:triage-needed,2022-06-22T03:42:06Z,"
Issue Type: <b>Bug</b>

终端闪退

",152823,completed,终端闪退,closed,"
Issue Type: <b>Bug</b> terminal crashes

",zh-CN,Terminal crashes.,zh,Terminal Flashing Issue Type: <b>Bug</b> Terminal Flashing,ZH,<b>Issue Type: Bug Issue Type</b>,de
info-needed:*english-please:translation-required-chinese-simplified:triage-needed,2022-06-22T03:42:05Z,"
Issue Type: <b>Bug</b>

终端闪退

",152822,completed,终端闪退,closed,"
Issue Type: <b>Bug</b> terminal crashes

",zh-CN,Terminal crashes.,zh,Terminal Flashing Issue Type: <b>Bug</b> Terminal Flashing,ZH,<b>Issue Type: Bug Issue Type</b>,de
info-needed:*english-please:translation-required-portuguese-brazil,2022-06-21T21:18:55Z,"
Issue Type: <b>Bug</b>

o intelisense no Ubuntu não funciona, já tentei reiniciar varias vezes mais não adianta.


",152795,completed,intelisense não funciona,closed,"
Issue Type: <b>Bug</b> Intelisense in Ubuntu does not work, I have tried restarting several times but it does not work.


",pt,"intelisense does not work. Issue Type: Bug. Intellisense on Ubuntu does not work, I have already tried restarting several times but it does not help.",pt,intelisense does not work Issue Type: <b>Bug</b> intelisense on Ubuntu does not work I have tried restarting several times but it does not help.,PT,Intelisense doesn't work Issue Type: <b>Bug</b> intelisense on Ubuntu doesn't work I've tried restarting several times but it's no use.,pt
info-needed:*english-please:translation-required-portuguese-brazil:triage-needed,2022-06-20T22:57:49Z,visual não complilha de maneira alguma com a board LPC1769 da erro saida 1,152686,completed,visual não complilha com LPC1769 erro,closed,"visual does not compile in any way with the LPC1769 board, it gives error output 1",pt,"visual does not compile with LPC1769 error. visual does not compile at all with the LPC1769 board, error output 1.",pt,visual does not work with LPC1769 visual error does not work at all with LPC1769 board error output 1,PT,Visual doesn't complicate with LPC1769 visual error doesn't complicate in any way with the board LPC1769 from error output 1,pt
info-needed:*english-please:translation-required-french:triage-needed,2022-06-20T17:41:13Z,"Bonjour mon visual studio fait bugger mon macbook, auriez vous une solution svp ",152662,completed,visual studio fait bugger mon mac,closed,"Hello, my Visual Studio is bugging my MacBook. Do you have a solution please? ",fr,"visual studio makes my mac crash. Hello, my visual studio makes my macbook crash. Would you have a solution please.",fr,visual studio fait bugger mon mac Bonjour mon visual studio fait bugger mon macbook auriez vous une solution svp,EN,Visual studio bugs my mac Hello my visual studio bugs my Macbook do you have a solution please ,fr
info-needed:*english-please:translation-required-portuguese-brazil,2022-06-20T14:36:13Z,"
Issue Type: <b>Bug</b>

Não aparece a opção de criar novo repositorio, ou se acompanhar um repositório, no controle de código-fonte

",152648,completed,Controle do Código-Fonte,closed,"
Issue Type: <b>Bug</b> The option to create a new repository, or to follow a repository, does not appear in source code control

",pt,Source Code Control. Issue Type: <b>Bug</b>There is no option to create a new repository or to follow a repository in the source code control.,pt,Source Code Control Issue Type: <b>Bug</b> The option to create a new repository or follow a repository does not appear in source code control.,PT,Source Control Issue Type: <b>Bug</b> The option to create a new repository or to accompany a repository in the source control does not appear,pt
info-needed:*english-please:translation-required-chinese-simplified:triage-needed,2022-06-19T01:30:33Z,"
Issue Type: <b>Bug</b>

打开vite.config.ts

",152572,completed,vite 配置文件打开出现的问题,closed,"
Issue Type: <b>Bug</b> opening vite.config.ts

",zh-CN,Problem with opening Vite configuration file. Issue Type: <b>Bug</b> Open vite.config.ts.,zh,Problems opening vite configuration file Issue Type: <b>Bug</b> opening vite.config.ts,ZH,<b>Problems opening the Vite configuration file Issue Type: Bug open vite.config.ts</b>,zh
info-needed:*english-please:translation-required-spanish:triage-needed,2022-06-18T15:17:06Z,,152554,completed,no me carga mis proyectos cuando los descomprimos ,closed,,,it doesn't load my projects when we decompress them,es,it does not load my projects when unzipped,ES,It doesn't load my projects when we unzip them  ,es
info-needed:*english-please:translation-required-portuguese-brazil:triage-needed,2022-06-17T21:41:26Z,"Ao abrir Janelas Modais, a primeira vez, ao iniciar o VS Code elas aparecem sobrepostas a Janela Principal (Comportamento Esperado)
Quando abertas na sequência aparecem por trás da Janela Principal.
Falha detectada no VS Code Ubuntu 22.04",152521,completed,Janelas Modais Abrem em Back,closed,"When opening Modal Windows for the first time, when starting VS Code they appear over the Main Window (Expected Behavior). When opened in sequence they appear behind the Main Window. Error detected in VS Code Ubuntu 22.04",pt,"Modal Windows Open in Back. When opening Modal Windows for the first time when starting VS Code, they appear overlaid on the Main Window (Expected Behavior). When opened subsequently, they appear behind the Main Window. Issue detected in VS Code Ubuntu 22.04.",pt,Modal Windows Open in Back When opening Modal Windows the first time when starting VS Code they appear overlapping the Main Window (Expected Behavior)When opened in sequence they appear behind the Main Window.Fault detected in VS Code Ubuntu 22.04,PT,Modal Windows Open in Back When you open Modal Windows the first time when starting VS Code they appear superimposed on the Main Window (Expected Behavior) When opened in sequence they appear behind the Main Window. Failure detected in VS Code Ubuntu 22.04,pt
info-needed:*caused-by-extension:*english-please:translation-required-chinese-simplified,2022-06-17T00:57:05Z,"Issue Type: <b>Bug</b>

项目是Vue2+TS

",152411,completed,经常提示过去5分钟内TypeScript服务错误,closed,"Issue Type: <b>Bug</b> project is Vue2+TS

",zh-CN,,,Frequent prompts for TypeScript service errors within the last 5 minutes Issue Type: <b>Bug</b> Project is Vue2+TS,ZH,<b>Often prompted about TypeScript service errors in the past 5 minutes Issue Type: Bug project is Vue2+TS</b>,zh
info-needed:*english-please:translation-required-spanish,2022-06-16T03:50:25Z,"
Issue Type: <b>Bug</b>

cuando pongo git commit -m 'etc' no me deja guardarlo y me salta que me identifique pero ya lo hice,como puedo solucionarlo?


",152289,not_planned,problema en el commit,closed,"
Issue Type: <b>Bug</b> when I put git commit -m &#39;etc&#39; it doesn&#39;t let me save it and it asks me to identify myself but I already did, how can I solve it?


",es,Problem in the commit. Issue Type: <b>Bug</b> when I type git commit -m 'etc' it doesn't let me save it and prompts me to identify myself but I already did. How can I solve it?,es,"problem in the commit Issue Type: <b>Bug</b>when I put git commit -m 'etc' it doesn't let me save it and it asks me to identify myself but I already did it, how can I fix it?",ES,Problem with the commit Issue Type: <b>Bug</b> when I put git commit -m 'etc' it won't let me save it and I get the chance to identify myself but I already did it how can I fix it?,es
info-needed:*english-please:translation-required-chinese-simplified,2022-06-14T08:20:16Z,"1. 打开vscode（版本1.68.0）
2. 切换成Mac m1自带输入法-中文
---------后续--------
更新了电脑系统后可以输入了",152025,completed,mac m1用电脑自带的输入法无法输入中文,closed,"1. Open vscode (version 1.68.0) 2. Switch to Mac m1 built-in input method - Chinese---------Follow-up-------- After updating the computer system, you can input",zh-CN,"The built-in input method on the Mac M1 cannot input Chinese. 1. Open vscode (version 1.68.0) 2. Switch to the Mac M1 built-in input method - Chinese -------- Later -------- After updating the computer system, it can input. ",zh,mac m1 can't input Chinese with computer's own input method 1. open vscode (version 1.68.0) 2. switch to mac m1's own input method-Chinese --------- follow up -------- after updating the computer system can be inputted,ZH,"Mac m1 can't input Chinese with the input method that comes with the computer 1. Open vscode (version 1.68.0) 2. Switch to the Mac m1's built-in input method - Chinese ---- Follow-up ---- After updating the computer system, you can input",zh
info-needed:*english-please:translation-required-chinese-simplified:triage-needed,2022-06-14T05:36:41Z,"在命令行输入code .打开vscode,项目无法格式化以及其他正常步骤",152016,completed,"在命令行用code命令启动,插件无法初始化",closed,"Enter code in the command line. Open vscode, the project cannot be formatted and other normal steps",zh-CN,"When starting with the code command in the command line, the plugin cannot initialize. Entering 'code .' in the command line opens a vscode project, which cannot be formatted or follow other normal steps.",zh,"Started with code command at command line, plugin could not be initialized Enter code at command line . Open vscode project cannot be formatted, and other normal steps.",ZH,"Start with the code command on the command line, the plug-in cannot be initialized and the code entered on the command line. Opening the vscode project cannot be formatted and other normal steps",zh
info-needed:*english-please:translation-required-chinese-simplified:triage-needed,2022-06-10T06:13:49Z,,151688,not_planned,编辑器内容缩放时，希望有明显的提示，并可快捷的重置缩放。,closed,,,"When the editor content is zoomed, I hope there is a clear prompt and a quick way to reset the zoom.",zh,Would like a clear indication when editor content is scaled and a quick reset of the scaling.,ZH,"When the content of the editor is scaled, I want an obvious hint and a quick way to reset the zoom. ",zh
info-needed:*english-please:translation-required-spanish,2022-06-08T19:18:23Z,"
Issue Type: <b>Bug</b>

Al principio no me leia angular.
Ahora no me permite escribir en la terminal. No puedo continuar con mi proyecto. Ayudaa por favor!

",151547,completed,No me habilita la terminal,closed,"
Issue Type: <b>Bug</b> At first angular wouldn&#39;t work for me. Now it won&#39;t let me write in the terminal. I can&#39;t continue with my project. Please help!

",es,"The terminal is not enabling for me. Issue Type: <b>Bug</b> At first, it wasn't reading Angular for me. Now, it doesn't allow me to write in the terminal. I can't continue with my project. Help, please!",es,"It does not enable the terminal Issue Type: <b>Bug</b>At first it did not read angular, now it does not allow me to write in the terminal. I can't continue with my project. Help me please!",ES,It doesn't enable the Issue Type: <b>Bug</b> terminal. At first I didn't read Angular. Now it doesn't allow me to write to the terminal. I can't continue with my project. Help please!,es
info-needed:*english-please:translation-required-french:triage-needed,2022-06-08T18:10:14Z,"Nous avons écrit les données nécessaires dans votre presse-papiers, car elles étaient trop volumineuses à envoyer. Veuillez les coller.",151541,completed,Pristine build Actions is missing,closed,We have written the necessary data to your clipboard as it was too large to send. Please paste it.,fr,Pristine build Actions is missing. We have written the necessary data to your clipboard because it was too large to send. Please paste it.,fr,Pristine build Actions is missing We've written the necessary data to your clipboard because it was too large to send. Please paste them.,FR,Pristine build Actions is missing We wrote the required data to your clipboard because it was too big to send. Please stick them on.,fr
info-needed:git:*english-please:translation-required-french,2022-06-06T15:33:39Z,"Issue Type: <b>Feature Request</b>

Bonjour je ne peux pas synchroniser mes projets avec github pourtant mon vs code est bien connecté avec mon profil github quand je vais sur controle de source cela m'indique aucun fournisseur de controle de code source inscrit, quelque soit le projet

",151344,completed,Git Hub,closed,"Issue Type: <b>Feature Request</b> Hello I can&#39;t synchronize my projects with github yet my vs code is well connected with my github profile when I go to source control it tells me no source code control provider registered, whatever the project

",fr,"Git Hub. Issue Type: Feature Request. Hello, I can't sync my projects with GitHub even though my VS Code is well connected to my GitHub profile. When I go to source control, it tells me no source control provider registered, regardless of the project.",fr,Git Hub Issue Type: <b>Feature Request</b>Hello I can't synchronize my projects with github yet my vs code is well connected with my github profile when I go to source control it tells me no source control provider registered whatever the project is.,FR,Git Hub Issue Type: <b>Feature Request</b> Hello I can't sync my projects with github yet my vs code is well connected to my github profile when I go to source control this shows me no source control provider registered regardless of the project,fr
info-needed:*english-please:translation-required-russian,2022-06-06T10:35:11Z,"Issue Type: <b>Bug</b>

Hello! I writting  code in html и sass files, after a while, hints disappear/don't work both there and there. The problem is fixed by restarting the program, but this is every 10 minutes!
",151324,completed,Пропадают подсказки,closed,"Issue Type: <b>Bug</b>

Hello! I writting  code in html и sass files, after a while, hints disappear/don't work both there and there. The problem is fixed by restarting the program, but this is every 10 minutes!
",en,"Tooltips disappear. Issue Type: Bug. Hello! I'm writing code in HTML and SASS files, and after a while, the hints disappear/stop working both in HTML and SASS. The problem is fixed by restarting the program, but this happens every 10 minutes!",ru,Пропадают подсказки Issue Type: <b>Bug</b>Hello! I writting code in html и sass files after a while hints disappear/don't work both there and there. The problem is fixed by restarting the program but this is every 10 minutes!,EN,Пропадают подсказки Issue Type: <b>Bug</b>Hello! I writting code in html и sass files after a while hints disappear/don't work both there and there. The problem is fixed by restarting the program but this is every 10 minutes!,en
info-needed:*english-please:translation-required-japanese,2022-06-06T01:01:14Z,"
Issue Type: <b>Bug</b>

タブ上にカーソルを置くと、勝手に左側へスクロールがされる
またタブにカーソルを置くと通常はpathを含むファイル名がポップアップで表示されるが、そのポップアップが置いた瞬間に消える

",151300,completed,タブのスクロールが勝手にされる,closed,"
When I place the cursor on the Issue Type: <b>Bug</b> tab, it scrolls to the left automatically. Also, when I place the cursor on the tab, a popup usually appears with the file name including the path, but the popup disappears the moment I place the cursor on the tab.

",ja,"The tab scrolls automatically. Issue Type: <b>Bug</b> When the cursor is placed on the tab, it automatically scrolls to the left. Also, when the cursor is placed on the tab, usually the file name including the path is displayed in a popup, but that popup disappears the moment it's placed.",ja,"Scrolling of tabs is done by itself Issue Type: <b>Bug</b> When the cursor is hovered over a tab, it scrolls to the left side by itself.",JA,"<b>Tabs are scrolled freely Issue Type: Bug When the cursor is placed on a tab, it scrolls to the left without permission Also, when the cursor is placed on the tab, a file name including path is usually displayed in a popup, but it disappears the moment the popup is placed</b>",ja
info-needed:*english-please:translation-required-portuguese-brazil:triage-needed,2022-06-03T23:39:23Z,"Issue Type: <b>Feature Request</b>

Não consigo criar uma nova pasta dentro de outra

",151255,completed,criar uma nova pasta,closed,"Issue Type: <b>Feature Request</b> I can&#39;t create a new folder inside another one

",pt,create a new folder. Issue Type: <b>Feature Request</b> I can't create a new folder inside another.,pt,create a new folder Issue Type: <b>Feature Request</b> I can't create a new folder inside another one,PT,create a new folder Issue Type: <b>Feature Request</b> I can't create a new folder inside another,pt
info-needed:*english-please:translation-required-portuguese-brazil:triage-needed,2022-06-02T14:52:47Z,"Issue Type: <b>Feature Request</b>

Bom dia, não sei o que está acontecendo, não consigo visualizar o meu desenvolvimento com o auxilio do Go Live, a página fica atualizando e não abre, o que posso fazer para restaurar ?


",151114,completed,Não consigo abrir a Go Live para visualizar meu trabalho.,closed,"Issue Type: <b>Feature Request</b> Good morning, I don&#39;t know what&#39;s going on, I can&#39;t view my development with the help of Go Live, the page keeps refreshing and doesn&#39;t open, what can I do to restore it?


",pt,"I can't open Go Live to view my work.. Issue Type: Feature Request Good morning, I don't know what's happening, I can't view my development with the help of Go Live, the page keeps refreshing and doesn't open, what can I do to restore it?",pt,"I can't open Go Live to view my work. Issue Type: <b>Feature Request</b>Good morning, I don't know what's going on, I can't visualize my development with the help of Go Live, the page keeps refreshing and won't open, what can I do to restore it?",PT,I can't open Go Live to view my work. Issue Type: <b>Feature Request</b> Good morning I don't know what's happening I can't see my development with the help of Go Live the page keeps updating and doesn't open what can I do to restore it?,pt
info-needed:*duplicate:*english-please:translation-required-chinese-simplified,2022-06-02T07:54:35Z,"![$3{~V8HY8}DX%SLL)IZ }~U](https://user-images.githubusercontent.com/92556050/171582958-459a8c66-307f-4617-afc3-6a5377d43aed.png)
![02XVHJLHVZZA Z~69(Q1$%5](https://user-images.githubusercontent.com/92556050/171582967-de3fafa3-dc02-45ee-9b5f-8ce2842f4b5f.png)
Issue Type: <b>Bug</b>

When I Resize the terminal, some lines of output are missing

",151071,completed,Loss of terminal output,closed,"![$3{~V8HY8}DX%SLL)IZ }~U](https://user-images.githubusercontent.com/92556050/171582958-459a8c66-307f-4617-afc3-6a5377d43aed.png)
![02XVHJLHVZZA Z~69(Q1$%5](https://user-images.githubusercontent.com/92556050/171582967-de3fafa3-dc02-45ee-9b5f-8ce2842f4b5f.png)
Issue Type: <b>Bug</b>

When I Resize the terminal, some lines of output are missing

",en,Loss of terminal output.,en,Loss of terminal output ![$3{~V8HY8}DX%SLL)IZ }~U](https://user-images.githubusercontent.com/92556050/171582958-459a8c66-307f-4617-afc3-6a5377d43aed.png)![02XVHJLHVZZA Z~69(Q1$%5](https://user-images.githubusercontent.com/92556050/171582967-de3fafa3-dc02-45ee-9b5f-8ce2842f4b5f.png)Issue Type: <b>Bug</b>When I Resize the terminal some lines of output are missing,EN,Loss of terminal output ![$3{~V8HY8}DX%SLL)IZ }~U](https://user-images.githubusercontent.com/92556050/171582958-459a8c66-307f-4617-afc3-6a5377d43aed.png)![02XVHJLHVZZA Z~69(Q1$%5](https://user-images.githubusercontent.com/92556050/171582967-de3fafa3-dc02-45ee-9b5f-8ce2842f4b5f.png)Issue Type: <b>Bug</b>When I Resize the terminal some lines of output are missing,en
info-needed:*english-please:translation-required-portuguese-brazil,2022-06-01T19:02:03Z,"
Issue Type: <b>Bug</b>

Preciso de ajuda pra resolver isso!!!?

-----------------------------------------                              
                                |
                               \/

node:internal/modules/cjs/loader:936
  throw err;
  ^

Error: Cannot find module 'C:\Users\Familia Silva\Desktop\Geral de Programaçao\Algoritmo javaScript\codigoCurso.js\quickSort.js'
    at Function.Module._resolveFilename (node:internal/modules/cjs/loader:933:15)
    at Function.Module._load",151022,completed,Erro de modulação,closed,"
Issue Type: <b>Bug</b>

Preciso de ajuda pra resolver isso!!!?

-----------------------------------------                              
                                |
                               \/

node:internal/modules/cjs/loader:936
  throw err;
  ^

Error: Cannot find module 'C:\Users\Familia Silva\Desktop\Geral de Programaçao\Algoritmo javaScript\codigoCurso.js\quickSort.js'
    at Function.Module._resolveFilename (node:internal/modules/cjs/loader:933:15)
    at Function.Module._load",en,Modulation error. Issue Type: <b>Bug</b> I need help to solve this!!!? ----------------------------------------- | \/node:internal/modules/cjs/loader:936 throw err; ^Error: Cannot find module 'C:\Users\Familia Silva\Desktop\Geral de Programação\Algoritmo javaScript\codigoCurso.js\quickSort.js' at Function.Module._resolveFilename (node:internal/modules/cjs/loader:933:15) at Function.Module._load.,pt,Erro de modulação Issue Type: <b>Bug</b>Preciso de ajuda pra resolver isso!!!?----------------------------------------- | \/node:internal/modules/cjs/loader:936 throw err; ^Error: Cannot find module 'C:\Users\Familia Silva\Desktop\Geral de Programaçao\Algoritmo javaScript\codigoCurso.js\quickSort.js' at Function.Module._resolveFilename (node:internal/modules/cjs/loader:933:15) at Function.Module._load,IT,Modulation error Issue Type: <b>Bug</b> I need help solving this!!!? ----------------------------------------- |\ /node:internal/modules/cjs/loader:936 throw err; ^Error: Cannot find module 'C:\Users\Familia Silva\ Desktop\ General Programming\ JavaScript Algorithm\ codigoCurso.js\ QuickSort.js' at Function.Module. _resolveFileName (node:internal/modules/cjs/loader: 933:15) at Function.Module. _load,pt
info-needed:*duplicate:*english-please:translation-required-chinese-simplified,2022-06-01T07:28:42Z,"
Issue Type: <b>Bug</b>

加载 Web 视图时出错: Error: Could not register service workers: InvalidStateError: Failed to register a ServiceWorker: The document is in an invalid state..

",150950,completed,Error loading web view,closed,"
Issue Type: <b>Bug</b>

加载 Web 视图时出错: Error: Could not register service workers: InvalidStateError: Failed to register a ServiceWorker: The document is in an invalid state..

",en,Error loading web view. Issue Type: Bug Error loading Web view: Error: Could not register service workers: InvalidStateError: Failed to register a ServiceWorker: The document is in an invalid state...,zh,Error loading web view Issue Type: <b>Bug</b>加载 Web 视图时出错: Error: Could not register service workers: InvalidStateError: Failed to register a ServiceWorker: The document is in an invalid state..,EN,Error loading web view Issue Type: <b>Bug</b>加载 Web 视图时出错: Error: Could not register service workers: InvalidStateError: Failed to register a ServiceWorker: The document is in an invalid state..,en
*duplicate:*english-please:translation-required-chinese-simplified,2022-06-01T02:08:59Z,在正常安装后，进行登录，在输入账号密码后跳转的页面无法正常打开,150936,not_planned,无法登录微软或者github账号进行设置同步,closed,"After normal installation, log in, and enter the account password, the page that jumps to cannot be opened normally",zh-CN,"Unable to log in to Microsoft or GitHub account to synchronize settings. After normal installation and logging in, the page that appears after entering the account password cannot be opened properly.",zh,"Unable to log in to Microsoft or github account to set up synchronization After installing normally and logging in, the page that pops up after entering the account password doesn't open properly.",ZH,"I can't log in to my Microsoft or GitHub account to sync settings. After a normal installation, I log in, and the page redirected after entering the account password does not open properly",zh
